transaction_id,date,merchant,category,amount,customer_id,payment_method,location,is_true_anomaly
45616,2024-01-01,Gojek,transport,294377.26,1176,e-wallet,Medan,0
6596,2024-01-01,Gojek,transport,291152.3,1191,e-wallet,Jakarta,0
31230,2024-01-01,McDonalds,food,411950.51,1026,credit_card,Surabaya,0
30937,2024-01-01,Bukalapak,online shopping,81258.55,1017,bank_transfer,Jakarta,0
30614,2024-01-01,ACE Hardware,electronics,216595.09,1045,credit_card,Bandung,0
49685,2024-01-01,Shopee,online shopping,244811.48,1247,bank_transfer,Medan,0
43236,2024-01-01,Tokopedia,online shopping,95042.28,1052,e-wallet,Surabaya,0
37992,2024-01-01,Alfamart,retail,209794.12,1180,cash,Medan,0
30472,2024-01-01,GrabFood,food,250104.49,1128,cash,Medan,1
10391,2024-01-01,Shopee,online shopping,148293.93,1238,cash,Yogyakarta,0
16576,2024-01-01,Shopee,online shopping,155440.7,1107,e-wallet,Yogyakarta,0
47104,2024-01-01,Shopee,online shopping,328119.02,1255,cash,Medan,0
10570,2024-01-01,Tokopedia,online shopping,371065.93,1007,credit_card,Medan,0
29872,2024-01-01,GrabFood,food,67931.24,1048,e-wallet,Jakarta,0
10956,2024-01-01,Indomaret,retail,332703.13,1047,cash,Medan,0
38582,2024-01-01,Starbucks,food,398706.71,1284,cash,Bandung,0
39911,2024-01-01,Shopee,online shopping,365773.58,1270,bank_transfer,Jakarta,0
5388,2024-01-01,McDonalds,food,213973.55,1007,credit_card,Medan,0
48073,2024-01-01,Shopee,online shopping,141570.88,1207,e-wallet,Bandung,0
4609,2024-01-01,McDonalds,food,415448.68,1064,e-wallet,Surabaya,0
49204,2024-01-01,ACE Hardware,electronics,379294.05,1234,credit_card,Medan,0
21009,2024-01-01,McDonalds,food,378853.26,1284,cash,Bandung,0
21145,2024-01-01,Starbucks,food,333658.89,1009,credit_card,Bandung,0
4118,2024-01-01,Tokopedia,online shopping,112242.49,1052,e-wallet,Surabaya,0
41438,2024-01-01,Gojek,transport,63482.62,1132,credit_card,Bandung,0
41481,2024-01-01,Alfamart,retail,138261.78,1124,cash,Bandung,0
48814,2024-01-01,Alfamart,retail,238268.45,1291,bank_transfer,Yogyakarta,0
42242,2024-01-01,Shopee,online shopping,322593.74,1103,cash,Yogyakarta,0
14415,2024-01-01,Shopee,online shopping,309811.02,1081,bank_transfer,Medan,0
14422,2024-01-01,Indomaret,retail,305355.09,1122,cash,Surabaya,0
14472,2024-01-01,Shopee,online shopping,239202.25,1069,e-wallet,Jakarta,0
14560,2024-01-01,Starbucks,food,206105.33,1130,e-wallet,Surabaya,0
2778,2024-01-01,ACE Hardware,electronics,211063.13,1075,e-wallet,Yogyakarta,0
22253,2024-01-01,GrabFood,food,217402.86,1086,bank_transfer,Medan,0
41658,2024-01-01,Gojek,transport,200649.62,1192,bank_transfer,Jakarta,0
573,2024-01-01,McDonalds,food,197469.37,1206,bank_transfer,Yogyakarta,0
21455,2024-01-01,Gojek,transport,181111.61,1244,cash,Medan,0
41816,2024-01-01,McDonalds,food,326999.45,1233,cash,Jakarta,0
41824,2024-01-01,Tokopedia,online shopping,301277.49,1007,credit_card,Medan,0
41924,2024-01-01,GrabFood,food,210195.39,1099,credit_card,Yogyakarta,0
15071,2024-01-01,ACE Hardware,electronics,44102.18,1216,credit_card,Surabaya,0
15003,2024-01-01,Bukalapak,online shopping,348261.74,1091,credit_card,Medan,0
23195,2024-01-01,Alfamart,retail,82000.4,1044,cash,Bandung,0
23282,2024-01-01,Tokopedia,online shopping,218025.09,1124,cash,Bandung,0
14037,2024-01-01,Indomaret,retail,171194.94,1258,e-wallet,Medan,0
4662,2024-01-01,Starbucks,food,349477.1,1042,credit_card,Surabaya,0
3895,2024-01-01,Tokopedia,online shopping,139826.36,1283,cash,Medan,0
25936,2024-01-01,Shopee,online shopping,466794.12,1263,bank_transfer,Jakarta,0
25696,2024-01-01,ACE Hardware,electronics,349759.92,1193,e-wallet,Yogyakarta,0
5142,2024-01-01,Shopee,online shopping,253239.69,1266,cash,Jakarta,0
25329,2024-01-01,Starbucks,food,106616.07,1093,cash,Jakarta,0
25323,2024-01-01,Starbucks,food,169773.72,1037,cash,Jakarta,0
5026,2024-01-01,Indomaret,retail,278420.4,1195,cash,Yogyakarta,0
40675,2024-01-01,Gojek,transport,257239.63,1164,bank_transfer,Yogyakarta,0
24964,2024-01-01,Starbucks,food,336570.68,1106,bank_transfer,Yogyakarta,0
13293,2024-01-01,Bukalapak,online shopping,412080.33,1270,bank_transfer,Jakarta,0
13303,2024-01-01,Shopee,online shopping,235547.5,1231,bank_transfer,Yogyakarta,0
9504,2024-01-01,ACE Hardware,electronics,312918.46,1194,credit_card,Yogyakarta,0
13345,2024-01-01,GrabFood,food,228320.51,1164,bank_transfer,Yogyakarta,0
4845,2024-01-01,Indomaret,retail,343024.53,1267,e-wallet,Yogyakarta,0
13579,2024-01-01,Tokopedia,online shopping,150474.11,1084,e-wallet,Medan,0
24321,2024-01-01,Starbucks,food,335370.36,1290,credit_card,Surabaya,0
13715,2024-01-01,Alfamart,retail,362390.8,1226,credit_card,Surabaya,0
42442,2024-01-01,Shopee,online shopping,40046.19,1283,cash,Medan,0
20754,2024-01-01,Tokopedia,online shopping,176289.95,1243,e-wallet,Medan,0
48607,2024-01-01,GrabFood,food,145322.68,1049,bank_transfer,Jakarta,0
23754,2024-01-01,Bukalapak,online shopping,384983.05,1036,credit_card,Bandung,0
749,2024-01-01,Starbucks,food,359473.11,1018,cash,Medan,0
13858,2024-01-01,GrabFood,food,117097.49,1220,bank_transfer,Yogyakarta,0
23740,2024-01-01,GrabFood,food,213609.6,1059,bank_transfer,Yogyakarta,0
40900,2024-01-01,Tokopedia,online shopping,280323.74,1291,bank_transfer,Yogyakarta,0
43415,2024-01-01,GrabFood,food,210824.26,1186,bank_transfer,Surabaya,0
49509,2024-01-01,Indomaret,retail,370580.65,1002,credit_card,Jakarta,0
34036,2024-01-01,Tokopedia,online shopping,356902.69,1101,credit_card,Yogyakarta,0
43790,2024-01-01,Tokopedia,online shopping,407425.49,1251,e-wallet,Yogyakarta,0
35288,2024-01-01,Indomaret,retail,44550.68,1269,credit_card,Jakarta,1
18126,2024-01-01,Alfamart,retail,155424.54,1001,cash,Jakarta,0
49912,2024-01-01,Bukalapak,online shopping,178407.77,1294,credit_card,Yogyakarta,0
8078,2024-01-01,Starbucks,food,188587.57,1034,bank_transfer,Yogyakarta,0
36776,2024-01-01,Alfamart,retail,401054.6,1261,cash,Yogyakarta,0
36049,2024-01-01,Shopee,online shopping,379949.38,1064,e-wallet,Surabaya,0
8743,2024-01-01,ACE Hardware,electronics,175142.97,1054,e-wallet,Surabaya,0
35334,2024-01-01,Alfamart,retail,348497.79,1061,credit_card,Bandung,0
33725,2024-01-01,Gojek,transport,363445.52,1071,e-wallet,Bandung,0
33997,2024-01-01,GrabFood,food,192585.42,1035,bank_transfer,Surabaya,0
2153,2024-01-01,Alfamart,retail,239794.32,1127,cash,Yogyakarta,0
17115,2024-01-01,Bukalapak,online shopping,398060.7,1055,cash,Bandung,0
33153,2024-01-01,GrabFood,food,178270.12,1186,bank_transfer,Bandung,0
32859,2024-01-01,GrabFood,food,313340.28,1080,credit_card,Jakarta,0
8057,2024-01-01,GrabFood,food,389459.39,1131,credit_card,Yogyakarta,0
9140,2024-01-01,Indomaret,retail,238164.0,1142,e-wallet,Yogyakarta,0
35895,2024-01-01,McDonalds,food,143925.77,1001,cash,Jakarta,0
35270,2024-01-01,GrabFood,food,313237.24,1159,credit_card,Yogyakarta,0
7045,2024-01-01,Starbucks,food,357049.76,1214,e-wallet,Medan,0
7632,2024-01-01,Tokopedia,online shopping,308314.03,1121,bank_transfer,Jakarta,0
34709,2024-01-01,Shopee,online shopping,223594.13,1012,cash,Bandung,0
7895,2024-01-01,McDonalds,food,78806.5,1156,bank_transfer,Jakarta,0
7936,2024-01-01,Starbucks,food,190869.23,1053,bank_transfer,Yogyakarta,0
7230,2024-01-01,Indomaret,retail,156080.15,1269,credit_card,Medan,0
8414,2024-01-01,Indomaret,retail,300195.34,1271,cash,Surabaya,0
37116,2024-01-01,Bukalapak,online shopping,307379.8,1273,bank_transfer,Yogyakarta,0
17620,2024-01-01,ACE Hardware,electronics,458932.64,1040,bank_transfer,Medan,0
11695,2024-01-02,Starbucks,food,292127.82,1077,credit_card,Medan,0
16229,2024-01-02,Gojek,transport,258651.55,1267,e-wallet,Yogyakarta,0
39530,2024-01-02,Indomaret,retail,309475.86,1195,cash,Yogyakarta,0
15158,2024-01-02,Starbucks,food,395637.87,1121,bank_transfer,Surabaya,0
33739,2024-01-02,Starbucks,food,240353.77,1285,bank_transfer,Surabaya,0
11389,2024-01-02,Starbucks,food,369743.65,1148,credit_card,Medan,0
38949,2024-01-02,Alfamart,retail,154674.35,1264,cash,Bandung,0
11379,2024-01-02,GrabFood,food,271703.67,1084,e-wallet,Medan,0
3433,2024-01-02,Gojek,transport,348098.53,1242,e-wallet,Surabaya,0
33893,2024-01-02,Gojek,transport,101900.03,1016,cash,Surabaya,0
49440,2024-01-02,Alfamart,retail,343956.5,1084,e-wallet,Medan,0
4451,2024-01-02,GrabFood,food,155382.73,1021,e-wallet,Yogyakarta,0
12270,2024-01-02,Tokopedia,online shopping,171983.16,1013,e-wallet,Surabaya,0
19278,2024-01-02,GrabFood,food,336796.58,1248,credit_card,Yogyakarta,0
28091,2024-01-02,Tokopedia,online shopping,383560.31,1173,credit_card,Bandung,0
28082,2024-01-02,Starbucks,food,154167.14,1087,credit_card,Surabaya,0
3808,2024-01-02,Bukalapak,online shopping,200265.79,1039,cash,Bandung,0
7283,2024-01-02,Indomaret,retail,219437.85,1136,credit_card,Jakarta,0
42916,2024-01-02,McDonalds,food,218255.46,1156,bank_transfer,Jakarta,0
19520,2024-01-02,Tokopedia,online shopping,140110.71,1010,credit_card,Surabaya,0
275,2024-01-02,ACE Hardware,electronics,201435.57,1232,cash,Medan,0
39183,2024-01-02,Bukalapak,online shopping,284833.86,1078,cash,Medan,0
11848,2024-01-02,Shopee,online shopping,71936.17,1010,credit_card,Surabaya,0
19859,2024-01-02,McDonalds,food,277205.01,1064,e-wallet,Surabaya,0
39308,2024-01-02,Tokopedia,online shopping,160316.95,1000,credit_card,Jakarta,0
11989,2024-01-02,Alfamart,retail,309370.73,1128,cash,Bandung,0
36264,2024-01-02,Gojek,transport,331020.04,1286,credit_card,Bandung,0
5620,2024-01-02,Alfamart,retail,102267.74,1258,e-wallet,Medan,0
12052,2024-01-02,Gojek,transport,384885.99,1253,cash,Bandung,0
46388,2024-01-02,Alfamart,retail,267637.1,1084,e-wallet,Medan,0
27095,2024-01-02,Gojek,transport,177618.98,1202,cash,Surabaya,0
27772,2024-01-02,Bukalapak,online shopping,203130.24,1246,credit_card,Yogyakarta,0
39498,2024-01-02,Gojek,transport,81489.39,1228,credit_card,Surabaya,0
39586,2024-01-02,Shopee,online shopping,369854.09,1270,bank_transfer,Jakarta,0
12579,2024-01-02,Tokopedia,online shopping,1407829.3862815152,1110,cash,Surabaya,1
15912,2024-01-02,Tokopedia,online shopping,107803.96,1269,credit_card,Medan,0
24935,2024-01-02,Tokopedia,online shopping,429863.52,1050,e-wallet,Yogyakarta,0
41373,2024-01-02,Gojek,transport,127874.73,1051,credit_card,Jakarta,0
40936,2024-01-02,McDonalds,food,400935.04,1226,credit_card,Yogyakarta,0
3968,2024-01-02,Bukalapak,online shopping,116132.54,1013,e-wallet,Surabaya,0
40981,2024-01-02,Alfamart,retail,180317.68,1075,e-wallet,Yogyakarta,0
48428,2024-01-02,Indomaret,retail,365786.94,1072,credit_card,Medan,0
4749,2024-01-02,Bukalapak,online shopping,196805.95,1208,cash,Yogyakarta,0
7515,2024-01-02,Shopee,online shopping,273173.68,1081,bank_transfer,Medan,0
48532,2024-01-02,McDonalds,food,254404.19,1187,credit_card,Jakarta,0
41195,2024-01-02,McDonalds,food,208965.19,1246,credit_card,Yogyakarta,0
46194,2024-01-02,GrabFood,food,301448.83,1116,credit_card,Jakarta,0
42435,2024-01-02,Indomaret,retail,110665.92,1217,e-wallet,Medan,0
8392,2024-01-02,Indomaret,retail,278847.4,1267,e-wallet,Yogyakarta,0
4025,2024-01-02,Indomaret,retail,312844.85,1061,credit_card,Bandung,0
17228,2024-01-02,Shopee,online shopping,403575.0,1110,cash,Surabaya,0
48648,2024-01-02,GrabFood,food,328362.42,1112,cash,Yogyakarta,0
35824,2024-01-02,Alfamart,retail,391269.0,1226,credit_card,Surabaya,0
23552,2024-01-02,Tokopedia,online shopping,487528.61,1050,e-wallet,Yogyakarta,0
42391,2024-01-02,Gojek,transport,251708.67,1275,cash,Medan,0
4570,2024-01-02,GrabFood,food,350073.46,1234,credit_card,Medan,0
39736,2024-01-02,Tokopedia,online shopping,387130.03,1120,cash,Jakarta,0
25029,2024-01-02,Alfamart,retail,376025.34,1226,credit_card,Surabaya,0
44976,2024-01-02,Gojek,transport,285006.88,1144,cash,Yogyakarta,0
7413,2024-01-02,Gojek,transport,366971.88,1174,e-wallet,Bandung,0
44512,2024-01-02,ACE Hardware,electronics,173846.01,1075,e-wallet,Jakarta,0
48021,2024-01-02,McDonalds,food,212735.93,1137,bank_transfer,Medan,0
17794,2024-01-02,McDonalds,food,317225.93,1112,cash,Yogyakarta,0
34002,2024-01-02,GrabFood,food,264190.29,1030,cash,Jakarta,0
49905,2024-01-02,Shopee,online shopping,331474.39,1240,bank_transfer,Surabaya,0
12758,2024-01-02,McDonalds,food,302490.3,1106,bank_transfer,Yogyakarta,0
4555,2024-01-02,Alfamart,retail,285630.58,1007,credit_card,Medan,0
40349,2024-01-02,Alfamart,retail,198760.1,1124,cash,Bandung,0
48201,2024-01-02,ACE Hardware,electronics,381194.96,1006,cash,Surabaya,0
12939,2024-01-02,Gojek,transport,137179.29,1020,credit_card,Medan,0
17135,2024-01-02,Shopee,online shopping,312749.31,1141,cash,Medan,0
41435,2024-01-02,McDonalds,food,193938.87,1187,credit_card,Jakarta,0
46320,2024-01-02,Gojek,transport,463484.11,1071,e-wallet,Bandung,0
22847,2024-01-02,Bukalapak,online shopping,297940.28,1224,bank_transfer,Jakarta,0
40572,2024-01-02,GrabFood,food,299424.6,1011,e-wallet,Surabaya,0
14316,2024-01-02,Indomaret,retail,243089.53,1232,cash,Medan,0
17150,2024-01-02,Shopee,online shopping,423842.06,1174,e-wallet,Bandung,0
22881,2024-01-02,Shopee,online shopping,275042.84,1189,cash,Yogyakarta,0
14277,2024-01-02,ACE Hardware,electronics,208105.5,1197,cash,Medan,0
4144,2024-01-02,ACE Hardware,electronics,238720.64,1075,e-wallet,Yogyakarta,0
34357,2024-01-02,Starbucks,food,405497.14,1284,cash,Bandung,0
30256,2024-01-02,Shopee,online shopping,371339.96,1027,bank_transfer,Surabaya,0
37397,2024-01-02,GrabFood,food,382498.87,1111,bank_transfer,Yogyakarta,0
21461,2024-01-02,Alfamart,retail,331767.2,1286,credit_card,Bandung,0
33000,2024-01-02,ACE Hardware,electronics,95069.03,1213,e-wallet,Jakarta,0
10214,2024-01-02,Gojek,transport,344860.68,1122,cash,Surabaya,0
49013,2024-01-02,Gojek,transport,347976.79,1240,bank_transfer,Jakarta,0
17351,2024-01-02,McDonalds,food,68601.59,1149,e-wallet,Medan,0
37458,2024-01-02,GrabFood,food,155969.55,1016,cash,Surabaya,0
46549,2024-01-02,Indomaret,retail,309148.15,1245,credit_card,Surabaya,0
16514,2024-01-02,McDonalds,food,138038.84,1287,e-wallet,Medan,0
43445,2024-01-02,GrabFood,food,184473.86,1189,cash,Yogyakarta,0
6507,2024-01-02,Starbucks,food,462493.16,1249,bank_transfer,Surabaya,0
10915,2024-01-02,ACE Hardware,electronics,345441.34,1185,e-wallet,Bandung,0
1761,2024-01-02,Indomaret,retail,332509.23,1232,cash,Medan,0
44656,2024-01-02,Shopee,online shopping,253125.15,1152,e-wallet,Bandung,0
44707,2024-01-02,Indomaret,retail,359456.25,1006,credit_card,Surabaya,1
18625,2024-01-02,Tokopedia,online shopping,268079.18,1225,credit_card,Yogyakarta,0
6130,2024-01-02,Indomaret,retail,211953.27,1267,e-wallet,Yogyakarta,0
38464,2024-01-02,GrabFood,food,278586.83,1015,bank_transfer,Bandung,0
96,2024-01-02,Tokopedia,online shopping,204327.25,1157,bank_transfer,Surabaya,0
14959,2024-01-02,Shopee,online shopping,225553.49,1069,e-wallet,Jakarta,0
18528,2024-01-02,Alfamart,retail,365207.88,1261,cash,Yogyakarta,0
38355,2024-01-02,Tokopedia,online shopping,343062.17,1036,credit_card,Bandung,0
49760,2024-01-02,McDonalds,food,153717.46,1163,bank_transfer,Yogyakarta,0
9853,2024-01-02,Alfamart,retail,343088.7,1291,bank_transfer,Yogyakarta,0
29590,2024-01-02,Tokopedia,online shopping,296357.21,1253,cash,Bandung,0
2296,2024-01-02,Bukalapak,online shopping,266344.71,1208,cash,Yogyakarta,0
35434,2024-01-02,McDonalds,food,403227.01,1050,e-wallet,Surabaya,0
10753,2024-01-02,Starbucks,food,92022.17,1167,bank_transfer,Medan,0
31463,2024-01-02,GrabFood,food,115416.03,1107,e-wallet,Yogyakarta,0
46815,2024-01-02,Indomaret,retail,332530.09,1039,cash,Bandung,0
10732,2024-01-02,Indomaret,retail,146257.61,1161,e-wallet,Surabaya,0
31770,2024-01-02,Gojek,transport,285453.49,1166,e-wallet,Jakarta,0
36862,2024-01-02,Tokopedia,online shopping,289414.87,1212,cash,Surabaya,0
30454,2024-01-02,Starbucks,food,394700.06,1194,credit_card,Bandung,1
6046,2024-01-02,Bukalapak,online shopping,369849.08,1070,credit_card,Medan,0
4344,2024-01-02,Bukalapak,online shopping,441926.46,1070,credit_card,Medan,0
6081,2024-01-02,ACE Hardware,electronics,425713.96,1098,cash,Yogyakarta,0
18340,2024-01-02,Bukalapak,online shopping,273591.75,1009,credit_card,Jakarta,0
11035,2024-01-02,McDonalds,food,187900.91,1115,credit_card,Surabaya,0
49668,2024-01-02,GrabFood,food,212556.89,1187,credit_card,Jakarta,0
32839,2024-01-02,ACE Hardware,electronics,288011.45,1118,credit_card,Jakarta,0
16575,2024-01-02,GrabFood,food,202841.09,1028,cash,Jakarta,0
10243,2024-01-02,McDonalds,food,151650.29,1156,bank_transfer,Jakarta,0
28899,2024-01-02,Tokopedia,online shopping,85612.41,1041,cash,Bandung,0
30312,2024-01-02,Gojek,transport,245874.33,1145,cash,Jakarta,0
47335,2024-01-02,Bukalapak,online shopping,328523.06,1224,bank_transfer,Jakarta,0
21560,2024-01-02,Indomaret,retail,125865.73,1269,credit_card,Medan,0
37093,2024-01-02,ACE Hardware,electronics,95142.85,1161,e-wallet,Surabaya,0
37123,2024-01-02,Tokopedia,online shopping,245380.5,1296,e-wallet,Yogyakarta,0
12439,2024-01-03,Alfamart,retail,171008.99,1146,bank_transfer,Yogyakarta,0
44540,2024-01-03,Indomaret,retail,409051.87,1092,cash,Yogyakarta,0
6425,2024-01-03,Bukalapak,online shopping,310929.65,1140,cash,Surabaya,0
45766,2024-01-03,Indomaret,retail,218932.13,1217,e-wallet,Medan,0
12478,2024-01-03,McDonalds,food,354486.83,1236,credit_card,Yogyakarta,0
6580,2024-01-03,Gojek,transport,308721.18,1071,e-wallet,Bandung,0
36858,2024-01-03,McDonalds,food,355457.66,1261,cash,Yogyakarta,0
10306,2024-01-03,ACE Hardware,electronics,271333.13,1193,e-wallet,Yogyakarta,0
12534,2024-01-03,Gojek,transport,247230.62,1059,bank_transfer,Yogyakarta,0
14817,2024-01-03,ACE Hardware,electronics,299960.33,1241,bank_transfer,Bandung,0
44359,2024-01-03,ACE Hardware,electronics,304850.78,1298,cash,Yogyakarta,0
49973,2024-01-03,Indomaret,retail,250736.96,1170,credit_card,Jakarta,0
26225,2024-01-03,Shopee,online shopping,323192.92,1104,cash,Yogyakarta,0
30658,2024-01-03,Indomaret,retail,260457.82,1022,bank_transfer,Bandung,0
2321,2024-01-03,Starbucks,food,299478.06,1157,bank_transfer,Yogyakarta,1
3563,2024-01-03,Tokopedia,online shopping,198464.91,1101,credit_card,Yogyakarta,0
10154,2024-01-03,Alfamart,retail,159711.66,1124,cash,Bandung,0
45103,2024-01-03,Alfamart,retail,313299.34,1085,credit_card,Surabaya,0
12794,2024-01-03,Tokopedia,online shopping,254917.74,1218,cash,Bandung,0
48260,2024-01-03,Gojek,transport,212537.69,1219,bank_transfer,Jakarta,0
43732,2024-01-03,Shopee,online shopping,112908.73,1264,cash,Bandung,0
34064,2024-01-03,Tokopedia,online shopping,123826.02,1010,credit_card,Surabaya,0
21066,2024-01-03,Bukalapak,online shopping,453219.83,1270,bank_transfer,Jakarta,0
31856,2024-01-03,Tokopedia,online shopping,219814.5,1205,e-wallet,Surabaya,0
20752,2024-01-03,Bukalapak,online shopping,212945.62,1203,credit_card,Jakarta,0
49034,2024-01-03,ACE Hardware,electronics,171403.76,1005,e-wallet,Surabaya,0
41219,2024-01-03,Shopee,online shopping,64067.98,1107,e-wallet,Yogyakarta,0
23277,2024-01-03,Shopee,online shopping,340814.86,1273,bank_transfer,Medan,0
42427,2024-01-03,Gojek,transport,184370.08,1162,bank_transfer,Surabaya,0
9588,2024-01-03,ACE Hardware,electronics,383847.98,1024,cash,Bandung,0
24056,2024-01-03,Gojek,transport,175773.11,1164,bank_transfer,Bandung,1
35835,2024-01-03,Starbucks,food,340414.7,1284,cash,Jakarta,0
34563,2024-01-03,Bukalapak,online shopping,77760.68,1005,e-wallet,Surabaya,0
44669,2024-01-03,McDonalds,food,1000.0,1037,cash,Jakarta,0
32017,2024-01-03,Bukalapak,online shopping,105228.07,1246,credit_card,Bandung,0
46667,2024-01-03,ACE Hardware,electronics,403229.3,1098,cash,Yogyakarta,0
9465,2024-01-03,Shopee,online shopping,405159.37,1174,e-wallet,Bandung,0
48671,2024-01-03,Starbucks,food,112527.32,1137,bank_transfer,Medan,0
20946,2024-01-03,Shopee,online shopping,360617.42,1091,credit_card,Medan,0
43916,2024-01-03,Starbucks,food,85387.11,1123,credit_card,Jakarta,0
24122,2024-01-03,Starbucks,food,83039.92,1221,e-wallet,Jakarta,0
24222,2024-01-03,ACE Hardware,electronics,230320.6,1209,cash,Bandung,0
37356,2024-01-03,Starbucks,food,279471.33,1285,bank_transfer,Surabaya,0
8504,2024-01-03,ACE Hardware,electronics,272594.94,1033,bank_transfer,Bandung,0
1624,2024-01-03,ACE Hardware,electronics,232339.8,1229,credit_card,Medan,0
22947,2024-01-03,McDonalds,food,376160.15,1026,credit_card,Surabaya,0
8537,2024-01-03,Gojek,transport,389288.17,1120,cash,Jakarta,0
22969,2024-01-03,ACE Hardware,electronics,414231.81,1185,e-wallet,Bandung,0
20423,2024-01-03,ACE Hardware,electronics,423145.85,1263,bank_transfer,Jakarta,0
24839,2024-01-03,Gojek,transport,291672.13,1253,cash,Surabaya,0
24825,2024-01-03,Bukalapak,online shopping,373446.36,1201,e-wallet,Yogyakarta,0
23057,2024-01-03,Alfamart,retail,188045.16,1287,e-wallet,Medan,0
40913,2024-01-03,Tokopedia,online shopping,183558.59,1173,credit_card,Bandung,0
37467,2024-01-03,Bukalapak,online shopping,302056.09,1063,cash,Jakarta,0
32490,2024-01-03,Alfamart,retail,402627.0,1024,cash,Bandung,0
23091,2024-01-03,GrabFood,food,113786.15,1107,e-wallet,Yogyakarta,0
13441,2024-01-03,Indomaret,retail,407571.51,1165,e-wallet,Surabaya,0
13445,2024-01-03,McDonalds,food,550099.75,1050,e-wallet,Yogyakarta,0
24428,2024-01-03,GrabFood,food,425308.97,1168,e-wallet,Medan,0
46804,2024-01-03,GrabFood,food,244576.52,1003,cash,Yogyakarta,0
31313,2024-01-03,Alfamart,retail,185088.64,1181,credit_card,Jakarta,0
26561,2024-01-03,Tokopedia,online shopping,387178.54,1297,credit_card,Bandung,0
5801,2024-01-03,Shopee,online shopping,284831.63,1212,cash,Surabaya,0
1912,2024-01-03,ACE Hardware,electronics,374638.01,1100,cash,Yogyakarta,0
28147,2024-01-03,Tokopedia,online shopping,408037.24,1089,credit_card,Surabaya,0
2464,2024-01-03,GrabFood,food,184184.88,1063,cash,Jakarta,0
22362,2024-01-03,GrabFood,food,277675.9,1111,bank_transfer,Yogyakarta,0
19436,2024-01-03,Tokopedia,online shopping,143788.77,1192,bank_transfer,Jakarta,0
8860,2024-01-03,Gojek,transport,203771.81,1182,bank_transfer,Surabaya,0
29239,2024-01-03,Alfamart,retail,327996.79,1157,bank_transfer,Bandung,0
5884,2024-01-03,Tokopedia,online shopping,188789.17,1205,e-wallet,Surabaya,0
44033,2024-01-03,Starbucks,food,244444.02,1172,e-wallet,Jakarta,0
43573,2024-01-03,Shopee,online shopping,147231.14,1220,bank_transfer,Yogyakarta,0
