transaction_id,date,account_type,amount,transaction_type,branch,is_true_anomaly
265,2024-10-30,Kas,2496384.8404251724,debit,Surabaya,0
266,2024-09-10,Pembelian,774760.0582820328,credit,Jakarta,0
267,2024-12-29,Pembelian,1502057.4387005405,debit,Surabaya,1
268,2024-02-06,Pembelian,2494961.774007314,debit,Surabaya,0
269,2024-06-08,Pembelian,1159615.4156926018,credit,Bandung,0
270,2024-01-09,Biaya Operasional,2017923.5592271215,credit,Jakarta,0
271,2024-08-20,Pembelian,969231.2195379771,debit,Surabaya,0
272,2024-04-08,Penjualan,1730451.7105032331,debit,Jakarta,0
273,2024-05-26,Penjualan,2563772.878126981,credit,Surabaya,0
274,2024-10-30,Pembelian,1069682.6450076273,debit,Jakarta,0
275,2024-07-26,Penjualan,1840213.8183135246,debit,Surabaya,0
276,2024-05-10,Biaya Operasional,2443609.234238066,debit,Bandung,0
277,2024-05-31,Kas,1568414.8554076185,credit,Jakarta,0
278,2024-02-23,Pembelian,2164138.875601645,credit,Bandung,0
279,2024-04-29,Penjualan,2907644.5096265697,credit,Medan,0
280,2024-06-09,Penjualan,2363425.3604745446,debit,Surabaya,0
281,2024-04-25,Biaya Operasional,2105718.7192296684,credit,Surabaya,0
282,2024-03-15,Biaya Operasional,2802457.8838279108,credit,Bandung,0
283,2024-04-22,Kas,2073150.3502974017,credit,Jakarta,0
284,2024-04-13,Gaji,1933176.597073237,debit,Medan,0
285,2024-12-05,Gaji,1472369.8066462046,debit,Surabaya,0
286,2024-09-10,Gaji,2424811.380079819,credit,Jakarta,0
287,2024-08-14,Kas,3021474.2448761375,debit,Surabaya,0
288,2024-04-21,Pembelian,932007.5378449976,debit,Surabaya,0
289,2024-04-08,Gaji,1862473.0300451375,debit,Medan,1
290,2024-06-01,Gaji,1957786.84428621,debit,Medan,0
291,2024-12-14,Penjualan,1562798.3244270757,credit,Jakarta,0
292,2024-12-03,Penjualan,2399308.893637877,debit,Bandung,0
293,2024-07-12,Pembelian,2309163.8663845835,credit,Medan,0
294,2024-11-05,Biaya Operasional,2201881.294580623,debit,Jakarta,0
295,2024-06-11,Gaji,2918374.0187914246,debit,Surabaya,1
296,2024-07-26,Gaji,2161863.3232893306,credit,Surabaya,0
297,2024-06-17,Kas,1731244.6335075116,debit,Jakarta,0
298,2024-06-09,Penjualan,1425284.9053735014,debit,Jakarta,0
299,2024-03-08,Kas,2238727.2249937695,credit,Surabaya,0
300,2024-10-15,Penjualan,1438885.7357294364,credit,Medan,0
301,2024-10-03,Kas,2370876.9295920697,debit,Jakarta,0
302,2024-10-30,Penjualan,1760673.9257129508,debit,Medan,0
303,2024-05-14,Kas,978677.1990702162,credit,Jakarta,0
304,2024-07-13,Gaji,2507675.5664743898,debit,Jakarta,0
305,2024-05-07,Gaji,2284792.2540291874,credit,Medan,0
306,2024-02-02,Pembelian,2399137.4299583645,debit,Bandung,0
307,2024-06-24,Kas,1223182.2744494693,debit,Bandung,0
308,2024-12-29,Biaya Operasional,2666211.0357591775,debit,Jakarta,1
309,2024-08-25,Pembelian,2928691.3354012044,debit,Surabaya,0
310,2024-06-06,Kas,1511430.3808874008,debit,Surabaya,0
311,2024-02-07,Biaya Operasional,2195950.264093667,credit,Jakarta,0
312,2024-08-17,Gaji,1804459.7630073118,debit,Jakarta,0
313,2024-12-30,Gaji,1794362.412331995,credit,Bandung,0
314,2024-02-20,Gaji,2136280.8879873846,debit,Medan,1
315,2024-09-20,Biaya Operasional,1705832.8710577423,debit,Medan,0
316,2024-10-09,Penjualan,1913980.2863792593,debit,Jakarta,0
317,2024-01-27,Kas,2990804.443760724,credit,Bandung,0
318,2024-08-13,Pembelian,1356602.5819268085,debit,Bandung,0
319,2024-10-03,Pembelian,2169064.0722994427,credit,Medan,0
320,2024-10-12,Gaji,3148610.043875239,debit,Medan,0
321,2024-04-06,Penjualan,2025523.3263972325,credit,Jakarta,0
322,2024-10-10,Kas,2359127.0775273694,debit,Medan,0
323,2024-11-12,Kas,1620892.1983844936,debit,Surabaya,0
324,2024-10-30,Pembelian,1563023.009826805,debit,Bandung,0
325,2024-05-26,Pembelian,1329736.9058587523,credit,Jakarta,0
326,2024-01-04,Pembelian,2046150.3258764332,debit,Jakarta,0
327,2024-02-04,Kas,2915968.927430045,debit,Surabaya,0
328,2024-07-10,Pembelian,2318545.473454596,debit,Bandung,0
329,2024-02-18,Kas,2085395.3541823498,debit,Bandung,0
330,2024-01-17,Gaji,1793048.1704104661,debit,Medan,0
331,2024-06-20,Penjualan,1753853.1724607146,debit,Jakarta,0
332,2024-08-07,Pembelian,1582317.2682417973,debit,Medan,0
333,2024-06-06,Kas,1642474.9967353998,credit,Bandung,0
334,2024-02-15,Gaji,2253798.879908931,credit,Bandung,0
335,2024-01-06,Biaya Operasional,3215729.1110918787,credit,Jakarta,0
336,2024-04-08,Gaji,2431935.7628779695,debit,Bandung,0
337,2024-08-20,Penjualan,1743029.2752350555,debit,Medan,0
338,2024-02-06,Gaji,1617037.7664921747,debit,Surabaya,0
339,2024-10-06,Pembelian,1582798.7349004415,credit,Bandung,0
340,2024-12-14,Pembelian,3144720.990510514,credit,Medan,0
341,2024-10-28,Biaya Operasional,2456433.068771256,debit,Medan,0
342,2024-06-29,Kas,2205856.4877818744,debit,Surabaya,0
343,2024-04-04,Gaji,2573008.4604148157,credit,Medan,0
344,2024-04-08,Biaya Operasional,2352994.5578687494,credit,Surabaya,0
345,2024-07-06,Pembelian,914443.5952263179,debit,Medan,0
346,2024-04-25,Kas,1481290.9029418288,credit,Bandung,0
347,2024-07-09,Kas,2578372.811892809,credit,Bandung,0
348,2024-09-09,Penjualan,3087772.8269716343,credit,Surabaya,0
349,2024-06-09,Gaji,2670402.05402724,debit,Surabaya,1
350,2024-09-12,Kas,1979323.869370095,debit,Jakarta,0
351,2024-11-18,Penjualan,2262191.500047872,credit,Jakarta,0
352,2024-05-07,Penjualan,1527587.2283720227,credit,Surabaya,0
353,2024-01-18,Pembelian,2219385.2008840935,credit,Medan,0
354,2024-10-07,Kas,2131936.461411502,debit,Medan,0
355,2024-08-10,Kas,2006021.742781601,debit,Medan,0
356,2024-02-23,Gaji,2340758.4007838415,credit,Jakarta,0
357,2024-12-29,Kas,2083521.0801008097,credit,Bandung,1
358,2024-11-18,Penjualan,581970.8968088354,credit,Surabaya,0
359,2024-12-25,Biaya Operasional,1699965.959216248,credit,Jakarta,0
360,2024-06-22,Pembelian,1663446.178619503,credit,Medan,0
361,2024-10-06,Biaya Operasional,1926589.3420488301,debit,Jakarta,0
362,2024-04-23,Kas,2156821.9758494115,credit,Medan,0
363,2024-10-14,Penjualan,2212404.5081556216,credit,Surabaya,0
364,2024-12-07,Biaya Operasional,1894949.3099265352,credit,Bandung,0
365,2024-05-30,Pembelian,1942978.4185017417,debit,Bandung,0
366,2024-12-29,Gaji,824191.965461287,debit,Bandung,1
367,2024-06-03,Biaya Operasional,3367837.745157817,debit,Medan,1
368,2024-09-29,Gaji,2087537.5768555899,debit,Bandung,0
369,2024-04-13,Kas,1915259.7374309793,debit,Bandung,0
370,2024-10-25,Kas,1850313.0191863081,credit,Surabaya,0
371,2024-09-02,Pembelian,1258165.9657077803,credit,Jakarta,0
372,2024-06-24,Gaji,4956102.150286659,credit,Jakarta,1
373,2024-02-08,Gaji,1676148.6533426247,credit,Jakarta,0
374,2024-06-18,Pembelian,1205335.599942364,debit,Bandung,0
375,2024-09-03,Biaya Operasional,1911287.0399983854,debit,Jakarta,0
376,2024-01-26,Gaji,2017011.1298645658,debit,Surabaya,1
377,2024-12-20,Kas,2563390.871203254,debit,Bandung,0
378,2024-11-01,Gaji,1927875.132036065,credit,Bandung,0
379,2024-01-13,Penjualan,1871816.7264930645,debit,Medan,0
380,2024-11-11,Penjualan,1617050.0925150365,credit,Jakarta,0
381,2024-11-08,Kas,1251544.2398509018,credit,Surabaya,0
382,2024-02-05,Gaji,1337089.0362651758,debit,Bandung,0
383,2024-06-21,Gaji,2276445.910041072,credit,Jakarta,0
384,2024-01-20,Pembelian,2228276.589138398,credit,Bandung,0
385,2024-11-16,Biaya Operasional,2482748.6347083263,credit,Jakarta,0
386,2024-09-20,Pembelian,1914541.4620664995,credit,Medan,0
387,2024-05-21,Penjualan,2755806.7294496535,debit,Surabaya,0
388,2024-05-22,Gaji,1538258.8861449133,debit,Jakarta,0
389,2024-04-01,Biaya Operasional,1781345.0076762352,credit,Jakarta,0
390,2024-12-19,Pembelian,1947400.9544338186,credit,Bandung,0
391,2024-11-17,Gaji,1942696.88752294,debit,Surabaya,1
392,2024-10-14,Penjualan,1588080.6775615977,debit,Jakarta,0
393,2024-08-02,Gaji,1503290.5910428455,debit,Jakarta,1
394,2024-12-07,Gaji,824391.4863932801,credit,Surabaya,0
395,2024-02-20,Biaya Operasional,2783938.2471246566,debit,Medan,0
396,2024-06-01,Biaya Operasional,2008176.7626458474,debit,Medan,0
397,2024-07-04,Pembelian,1819317.2550157455,debit,Jakarta,0
398,2024-03-03,Biaya Operasional,1603259.6269356774,debit,Bandung,0
399,2024-07-08,Biaya Operasional,2045917.4730206449,credit,Medan,0
400,2024-05-04,Penjualan,1920385.9745235506,credit,Surabaya,0
401,2024-05-29,Biaya Operasional,2865348.513423783,credit,Bandung,0
402,2024-11-09,Pembelian,1757018.2425153868,debit,Surabaya,0
403,2024-02-27,Pembelian,1842906.3293463115,credit,Bandung,0
404,2024-12-07,Gaji,2382006.7443827833,debit,Bandung,0
405,2024-10-31,Gaji,2331519.0565025136,debit,Bandung,1
406,2024-06-28,Kas,1397516.4012165354,credit,Bandung,0
407,2024-06-18,Gaji,2265956.3686839202,debit,Bandung,0
408,2024-11-21,Biaya Operasional,2605454.6402489664,debit,Jakarta,0
409,2024-09-27,Penjualan,2722154.862061634,credit,Jakarta,0
410,2024-02-23,Gaji,1384445.6821897198,debit,Medan,0
411,2024-04-10,Pembelian,1983608.8158592558,credit,Medan,0
412,2024-09-20,Penjualan,1455506.770015698,credit,Surabaya,0
